Palestinians
Palestinians
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Sandinista National Liberation Front (FSLN)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Neo-Nazi Group
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Neo-Nazi Group
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Unaffiliated Individual(s)
Basque Fatherland and Freedom (ETA)
Protestant Extremists
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Protestant Extremists
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Unaffiliated Individual(s)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Palestinians
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Protestant Extremists
Protestant Extremists
Irish Republican Army (IRA)
Protestant Extremists
Protestant Extremists
Protestant Extremists
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Protestant Extremists
Ulster Freedom Fighters (UFF)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Protestant Extremists
Protestant Extremists
Ulster Volunteer Force (UVF)
Protestant Extremists
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Protestant Extremists
Ulster Freedom Fighters (UFF)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Ulster Volunteer Force (UVF)
Ulster Freedom Fighters (UFF)
Ulster Freedom Fighters (UFF)
Ulster Freedom Fighters (UFF)
Protestant Extremists
Ulster Freedom Fighters (UFF)
Protestant Extremists
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Protestant Extremists
Protestant Extremists
Protestant Extremists
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Ulster Freedom Fighters (UFF)
Protestant Extremists
Protestant Extremists
Palestinians
Protestant Extremists
Ulster Volunteer Force (UVF)
Protestant Extremists
Ulster Freedom Fighters (UFF)
Protestant Extremists
Irish Republican Army (IRA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Protestant Extremists
Ulster Volunteer Force (UVF)
Palestinians
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Ulster Volunteer Force (UVF)
Ulster Freedom Fighters (UFF)
Ulster Volunteer Force (UVF)
Protestant Extremists
Protestant Extremists
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Ulster Freedom Fighters (UFF)
Ulster Freedom Fighters (UFF)
Palestinians
Protestant Extremists
Protestant Extremists
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Ulster Freedom Fighters (UFF)
Ulster Freedom Fighters (UFF)
Ulster Volunteer Force (UVF)
Protestant Extremists
National Liberation Army of Colombia (ELN)
Ulster Volunteer Force (UVF)
Protestant Extremists
Protestant Extremists
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Protestant Extremists
Protestant Extremists
Irish Republican Army (IRA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Protestant Extremists
Protestant Extremists
Protestant Extremists
Ulster Volunteer Force (UVF)
National Liberation Army of Colombia (ELN)
Ulster Freedom Fighters (UFF)
Protestant Extremists
Irish Republican Army (IRA)
Popular Liberation Army (EPL)
National Liberation Army of Colombia (ELN)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Ulster Volunteer Force (UVF)
Protestant Extremists
Protestant Extremists
Protestant Extremists
Protestant Extremists
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Protestant Extremists
Protestant Extremists
Protestant Extremists
Ulster Volunteer Force (UVF)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Protestant Extremists
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Protestant Extremists
Ulster Volunteer Force (UVF)
Palestinians
Irish Republican Army (IRA)
Protestant Extremists
Palestinians
Palestinians
Ulster Volunteer Force (UVF)
Protestant Extremists
Protestant Extremists
Protestant Extremists
Protestant Extremists
Palestinians
Protestant Extremists
Palestinians
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Protestant Extremists
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Protestant Extremists
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Ulster Freedom Fighters (UFF)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Protestant Extremists
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Protestant Extremists
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Unaffiliated Individual(s)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
National Liberation Army of Colombia (ELN)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
National Liberation Army of Colombia (ELN)
Protestant Extremists
Ulster Volunteer Force (UVF)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Palestinians
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Ulster Freedom Fighters (UFF)
Red Brigades
Irish Republican Army (IRA)
Protestant Extremists
Ulster Volunteer Force (UVF)
Ulster Volunteer Force (UVF)
Protestant Extremists
Protestant Extremists
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Irish Republican Army (IRA)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Ulster Freedom Fighters (UFF)
Ulster Freedom Fighters (UFF)
Ulster Freedom Fighters (UFF)
Ulster Volunteer Force (UVF)
Ulster Freedom Fighters (UFF)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Red Brigades
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Protestant Extremists
Corsican National Liberation Front (FLNC)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Basque Fatherland and Freedom (ETA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Ulster Volunteer Force (UVF)
Irish Republican Army (IRA)
Irish Republican Army (IRA)
Basque Fatherland and Freedom (ETA)
